,Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,ROI,Cost_per_Conversion
1234,A2234,Data Analytics Course,134.0,5521.0,243.57,15.0,3.0,0.04897922998986829,1658.0,2024-11-14,Hyderabad,desktop,online data analytic,5.807078047378577,81.19
1235,A2235,Data Analytics Course,104.0,3696.0,206.54,28.0,6.519002375296912,0.053,1985.0,2024-11-11,Hyderabad,desktop,data anaytics training,8.61072915657984,31.682761887411186
1236,A2236,Data Analytics Course,177.0,3765.0,216.48,26.0,10.0,0.056,1507.0,2024-11-14,Hyderabad,tablet,data analitics online,5.961382113821139,21.648
1237,A2237,Data Analytics Course,94.0,5455.0,249.09,15.0,3.0,0.04897922998986829,1505.0,2024-11-14,Hyderabad,mobile,analytics for data,5.041992853988519,83.03
1238,A2238,Data Analytics Course,198.0,5260.0,205.53,13.0,10.0,0.051,1766.0,2024-11-12,Hyderabad,desktop,analytics for data,7.592419598112198,20.553
1239,A2239,Data Analytics Course,140.0,4404.0,186.01,23.0,6.0,0.059,1625.0,2024-11-14,Hyderabad,tablet,analytics for data,7.736089457556046,31.001666666666665
1240,A2240,Data Analytics Course,137.0,5445.0,237.51,20.0,5.0,0.04897922998986829,1904.0,2024-11-14,Hyderabad,tablet,learn data analytics,7.016504568228706,47.501999999999995
1241,A2241,Data Analytics Course,153.0,3068.0,215.57,25.0,8.0,0.052,1165.0,2024-11-14,Hyderabad,tablet,analytics for data,4.404277032982327,26.94625
1242,A2242,Data Analytics Course,177.0,4523.280832678712,240.09,26.0,10.0,0.04897922998986829,1505.0,2024-11-14,Hyderabad,mobile,data anaytics training,5.268482652338706,24.009
1243,A2243,Data Analytics Course,100.0,4042.0,215.57,13.0,6.0,0.04897922998986829,1678.0,2024-11-14,Hyderabad,desktop,analytics for data,6.784014473256947,35.928333333333335
1244,A2244,Data Analytics Course,160.0,5645.0,195.42,25.0,6.0,0.031,1600.0,2024-11-14,Hyderabad,tablet,data analitics online,7.187493603520623,32.57
1245,A2245,Data Analytics Course,194.0,3751.0,244.34,23.0,5.0,0.026,1505.0,2024-11-14,Hyderabad,mobile,data analitics online,5.1594499467954495,48.868
1246,A2246,Data Analytics Course,128.0,5010.0,202.34,26.0,7.0,0.055,1505.0,2024-11-14,Hyderabad,tablet,data anaytics training,6.43797568449145,28.905714285714286
1247,A2247,Data Analytics Course,80.0,4506.0,236.47,11.0,5.0,0.04897922998986829,1953.0,2024-11-14,Hyderabad,desktop,data analytics course,7.258975768596439,47.294
1248,A2248,Data Analytics Course,81.0,5843.0,209.54,10.0,9.0,0.04897922998986829,1979.0,2024-11-09,Hyderabad,tablet,data anaytics training,8.444497470649996,23.28222222222222
1249,A2249,Data Analytics Course,102.0,5369.0,198.39,29.0,4.0,0.039,1659.0,2024-11-14,Hyderabad,tablet,data analytics course,7.36231664902465,49.5975
1250,A2250,Data Analytics Course,197.0,4047.0,202.72,15.0,3.0,0.015,1345.0,2024-11-14,Hyderabad,mobile,data analitics online,5.634767166535123,67.57333333333334
1251,A2251,Data Analytics Course,84.0,4463.0,198.44,17.0,3.0,0.036,1110.0,2024-11-02,Hyderabad,mobile,analytics for data,4.593630316468453,66.14666666666666
1252,A2252,Data Analytics Course,119.0,4610.0,222.7,18.0,3.0,0.025,1473.0,2024-11-18,Hyderabad,desktop,data analitics online,5.614279299506062,74.23333333333333
1253,A2253,Data Analytics Course,96.0,5957.0,225.59,27.0,10.0,0.104,1062.0,2024-11-14,Hyderabad,mobile,data analitics online,3.7076554811826763,22.559
1254,A2254,Data Analytics Course,144.0,5704.0,196.67,29.0,6.0,0.042,1573.0,2024-11-14,Hyderabad,mobile,analytics for data,6.998169522550465,32.77833333333333
1255,A2255,Data Analytics Course,148.0,5335.0,223.36,21.0,9.0,0.061,1251.0,2024-11-14,Hyderabad,tablet,data analitics online,4.600823782234956,24.817777777777778
1256,A2256,Data Analytics Course,151.0,4901.0,224.29,27.0,7.0,0.04897922998986829,1425.0,2024-11-14,Hyderabad,mobile,data anaytics training,5.35338178251371,32.04142857142857
1257,A2257,Data Analytics Course,175.0,5392.0,187.74,17.0,9.0,0.04897922998986829,1015.0,2024-11-21,Hyderabad,tablet,data analitics online,4.4064131245339295,20.86
1258,A2258,Data Analytics Course,189.0,3461.0,224.72,20.0,6.519002375296912,0.04897922998986829,1390.0,2024-11-14,Hyderabad,desktop,data anaytics training,5.185475258098967,34.47153215521953
1259,A2259,Data Analytics Course,157.0,5451.0,183.89,12.0,10.0,0.064,1180.0,2024-11-14,Hyderabad,desktop,data analytics course,5.416879656316277,18.389
1260,A2260,Data Analytics Course,126.0,4523.280832678712,201.56,27.0,10.0,0.079,1122.0,2024-11-21,Hyderabad,desktop,analytics for data,4.56658067076801,20.156
1261,A2261,Data Analytics Course,85.0,3770.0,204.04,30.0,7.0,0.04897922998986829,1238.0,2024-11-14,Hyderabad,mobile,learn data analytics,5.06743775730249,29.148571428571426
1262,A2262,Data Analytics Course,89.0,3573.0,193.53,20.003918495297807,10.0,0.112,1926.0,2024-11-14,Hyderabad,desktop,learn data analytics,8.951945434816308,19.353
1263,A2263,Data Analytics Course,152.0,4092.0,196.66,10.0,5.0,0.04897922998986829,1396.0,2024-11-11,Hyderabad,desktop,analytics for data,6.098545713414014,39.332
1264,A2264,Data Analytics Course,126.0,3999.0,181.58,22.0,9.0,0.071,1145.0,2024-11-14,Hyderabad,mobile,online data analytic,5.305760546315673,20.175555555555558
1265,A2265,Data Analytics Course,153.0,3354.0,243.13,24.0,6.0,0.039,1536.0,2024-11-14,Hyderabad,mobile,data analytics course,5.317607864105622,40.52166666666667
1266,A2266,Data Analytics Course,98.0,4801.0,186.52,10.0,3.0,0.031,1121.0,2024-11-14,Hyderabad,desktop,learn data analytics,5.010079348059189,62.17333333333334
1267,A2267,Data Analytics Course,145.0,4799.0,194.74,17.0,6.0,0.04897922998986829,1381.0,2024-11-14,Hyderabad,desktop,analytics for data,6.091506624216905,32.45666666666667
1268,A2268,Data Analytics Course,179.0,3753.0,220.87,23.0,6.0,0.04897922998986829,1966.0,2024-11-14,Hyderabad,tablet,data analytics course,7.901163580386653,36.81166666666667
1269,A2269,Data Analytics Course,108.0,4698.0,187.19,19.0,10.0,0.04897922998986829,1118.0,2024-11-14,Hyderabad,mobile,data analitics online,4.97254126823014,18.719
1270,A2270,Data Analytics Course,191.0,3522.0,216.65,25.0,5.0,0.026,1835.0,2024-11-14,Hyderabad,tablet,data anaytics training,7.469882298638356,43.33
1271,A2271,Data Analytics Course,183.0,3363.0,212.08,10.0,9.0,0.049,1511.0,2024-11-14,Hyderabad,tablet,data analitics online,6.124669935873255,23.564444444444447
1272,A2272,Data Analytics Course,175.0,5924.0,223.3,14.0,3.0,0.017,1505.0,2024-11-04,Hyderabad,mobile,analytics for data,5.739811912225705,74.43333333333334
1273,A2273,Data Analytics Course,97.0,3558.0,195.5,13.0,3.0,0.058,1544.0,2024-11-11,Hyderabad,desktop,data analytics course,6.89769820971867,65.16666666666667
1274,A2274,Data Analytics Course,159.0,4208.0,236.75,13.0,8.0,0.05,1849.0,2024-11-16,Hyderabad,tablet,data anaytics training,6.809926082365364,29.59375
1275,A2275,Data Analytics Course,125.0,3607.0,224.45,22.0,9.0,0.072,1392.0,2024-11-14,Hyderabad,tablet,analytics for data,5.201826687458231,24.938888888888886
1276,A2276,Data Analytics Course,193.0,4523.280832678712,199.27,13.0,9.0,0.04897922998986829,1612.0,2024-11-14,Hyderabad,mobile,data analitics online,7.089526772720429,22.141111111111112
1277,A2277,Data Analytics Course,110.0,5220.0,233.06,16.0,4.0,0.036,1711.0,2024-11-14,Hyderabad,mobile,data anaytics training,6.341457135501588,58.265
1278,A2278,Data Analytics Course,83.0,5247.0,231.04,27.0,3.0,0.054,1636.0,2024-11-04,Hyderabad,desktop,data analitics online,6.0810249307479225,77.01333333333334
1279,A2279,Data Analytics Course,166.0,5522.0,218.34,13.0,3.0,0.018,1235.0,2024-11-14,Hyderabad,desktop,online data analytic,4.656315837684345,72.78
1280,A2280,Data Analytics Course,108.0,3682.0,214.43,20.0,3.0,0.028,1553.0,2024-11-14,Hyderabad,desktop,learn data analytics,6.242456745791166,71.47666666666667
1281,A2281,Data Analytics Course,84.0,4549.0,191.96,15.0,7.0,0.04897922998986829,1303.0,2024-11-14,Hyderabad,desktop,data analytics course,5.787872473431965,27.422857142857143
1282,A2282,Data Analytics Course,117.0,5170.0,215.57,16.0,10.0,0.085,1505.0,2024-11-14,Hyderabad,tablet,data analitics online,5.981490931020087,21.557
1283,A2283,Data Analytics Course,195.0,3122.0,205.3,24.0,4.0,0.043,1326.0,2024-11-14,Hyderabad,mobile,data anaytics training,5.45884072089625,51.325
1284,A2284,Data Analytics Course,149.0,3650.0,220.25,17.0,3.0,0.02,1505.0,2024-11-14,Hyderabad,mobile,data analitics online,5.833144154370034,73.41666666666667
1285,A2285,Data Analytics Course,142.0,5436.0,237.09,14.0,7.0,0.04897922998986829,1269.0,2024-11-14,Hyderabad,tablet,online data analytic,4.3523978236112875,33.87
1286,A2286,Data Analytics Course,98.0,5485.0,182.29,16.0,5.0,0.051,1518.0,2024-11-14,Hyderabad,desktop,learn data analytics,7.327390421855286,36.458
1287,A2287,Data Analytics Course,169.0,3778.0,215.57,11.0,3.0,0.018,1721.0,2024-11-14,Hyderabad,desktop,data anaytics training,6.983485642714664,71.85666666666667
1288,A2288,Data Analytics Course,99.0,3051.0,215.57,18.0,6.0,0.053,1762.0,2024-11-29,Hyderabad,mobile,online data analytic,7.173679083360394,35.928333333333335
1289,A2289,Data Analytics Course,170.0,5286.0,190.65,22.0,7.0,0.041,1110.0,2024-11-09,Hyderabad,desktop,data analitics online,4.822187254130606,27.235714285714288
1290,A2290,Data Analytics Course,138.95699356913184,3533.0,248.96,22.0,4.0,0.04897922998986829,1606.0,2024-11-14,Hyderabad,mobile,data anaytics training,5.450835475578406,62.24
1291,A2291,Data Analytics Course,156.0,5125.0,182.15,26.0,10.0,0.064,1658.0,2024-11-14,Hyderabad,mobile,data analytics course,8.102388141641503,18.215
1292,A2292,Data Analytics Course,91.0,4500.0,241.81,20.0,3.0,0.033,1902.0,2024-11-14,Hyderabad,mobile,data analitics online,6.8656796658533565,80.60333333333334
1293,A2293,Data Analytics Course,140.0,4633.0,228.65,15.0,4.0,0.049,1738.0,2024-11-14,Hyderabad,mobile,data analitics online,6.60113710911874,57.1625
1294,A2294,Data Analytics Course,142.0,3155.0,229.01,20.003918495297807,10.0,0.053,1955.0,2024-11-14,Hyderabad,mobile,learn data analytics,7.536745120300424,22.901
1295,A2295,Data Analytics Course,198.0,3444.0,195.91,27.0,4.0,0.056,1317.0,2024-11-14,Hyderabad,desktop,data analitics online,5.722474605686284,48.9775
1296,A2296,Data Analytics Course,88.0,4253.0,210.5,23.0,8.0,0.051,1918.0,2024-11-14,Hyderabad,tablet,data analitics online,8.111638954869358,26.3125
1297,A2297,Data Analytics Course,130.0,4925.0,201.1,26.0,5.0,0.04897922998986829,1301.0,2024-11-14,Hyderabad,tablet,analytics for data,5.469418199900548,40.22
1298,A2298,Data Analytics Course,186.0,3576.0,213.96,26.0,4.0,0.022,1689.0,2024-11-14,Hyderabad,tablet,learn data analytics,6.893998878295008,53.49
1299,A2299,Data Analytics Course,146.0,5831.0,203.07,19.0,5.0,0.055,1216.0,2024-11-14,Hyderabad,mobile,analytics for data,4.988082927069484,40.614
1300,A2300,Data Analytics Course,199.0,5147.0,203.08,27.0,10.0,0.05,1126.0,2024-11-14,Hyderabad,tablet,data analytics course,4.54461296040969,20.308
1301,A2301,Data Analytics Course,94.0,4242.0,208.78,14.0,5.0,0.053,1122.0,2024-11-17,Hyderabad,tablet,learn data analytics,4.374077976817703,41.756
1302,A2302,Data Analytics Course,119.0,5530.0,205.75,25.0,9.0,0.04897922998986829,1725.0,2024-11-14,Hyderabad,mobile,analytics for data,7.383961117861483,22.86111111111111
1303,A2303,Data Analytics Course,168.0,4614.0,241.24,28.0,9.0,0.04897922998986829,1307.0,2024-11-14,Hyderabad,mobile,online data analytic,4.417841154037473,26.804444444444446
1304,A2304,Data Analytics Course,117.0,5016.0,249.38,10.0,9.0,0.077,1832.0,2024-11-14,Hyderabad,tablet,learn data analytics,6.346218622183014,27.70888888888889
1305,A2305,Data Analytics Course,156.0,5072.0,249.37,18.0,3.0,0.058,1701.0,2024-11-14,Hyderabad,mobile,learn data analytics,5.821189397281149,83.12333333333333
1306,A2306,Data Analytics Course,151.0,4805.0,241.95,22.0,3.0,0.056,1571.0,2024-11-03,Hyderabad,tablet,online data analytic,5.4930770820417445,80.64999999999999
1307,A2307,Data Analytics Course,133.0,4474.0,198.99,10.0,6.519002375296912,0.04897922998986829,1394.0,2024-11-03,Hyderabad,mobile,online data analytic,6.005377154630886,30.524609218436876
1308,A2308,Data Analytics Course,105.0,5151.0,188.18,14.0,9.0,0.032,1595.0,2024-11-03,Hyderabad,tablet,online data analytic,7.475927303645445,20.90888888888889
1309,A2309,Data Analytics Course,98.0,4515.0,219.39,12.0,7.0,0.04897922998986829,1805.0,2024-11-14,Hyderabad,desktop,learn data analytics,7.227357673549388,31.34142857142857
1310,A2310,Data Analytics Course,93.0,4269.0,247.76,21.0,8.0,0.086,1543.0,2024-11-14,Hyderabad,tablet,learn data analytics,5.2278010978366165,30.97
1311,A2311,Data Analytics Course,165.0,3759.0,231.62,23.0,6.519002375296912,0.04897922998986829,1052.0,2024-11-14,Hyderabad,mobile,analytics for data,3.5419221138070975,35.5299763162689
1312,A2312,Data Analytics Course,156.0,4476.0,186.68,17.0,10.0,0.033,1372.0,2024-11-14,Hyderabad,tablet,analytics for data,6.349475037497321,18.668
1313,A2313,Data Analytics Course,166.0,5749.0,236.52,11.0,5.0,0.036,1780.0,2024-11-14,Hyderabad,desktop,analytics for data,6.525790630813462,47.304
1314,A2314,Data Analytics Course,134.0,5166.0,191.92,10.0,3.0,0.037,1526.0,2024-11-14,Hyderabad,mobile,learn data analytics,6.951229679032931,63.97333333333333
1315,A2315,Data Analytics Course,103.0,3687.0,194.73,27.0,4.0,0.04897922998986829,1347.0,2024-11-14,Hyderabad,tablet,learn data analytics,5.917270066245571,48.6825
1316,A2316,Data Analytics Course,95.0,4939.0,219.43,26.0,3.0,0.032,1785.0,2024-11-14,Hyderabad,mobile,data anaytics training,7.134712664631089,73.14333333333333
1317,A2317,Data Analytics Course,155.0,3180.0,229.63,15.0,8.0,0.052,1832.0,2024-11-14,Hyderabad,desktop,data analytics course,6.978051648303793,28.70375
1318,A2318,Data Analytics Course,184.0,3981.0,193.25,16.0,3.0,0.035,1359.0,2024-11-14,Hyderabad,tablet,learn data analytics,6.032341526520052,64.41666666666667
1319,A2319,Data Analytics Course,186.0,3392.0,218.16,29.0,7.0,0.038,1012.0,2024-11-14,Hyderabad,desktop,analytics for data,3.638797213054639,31.165714285714284
1320,A2320,Data Analytics Course,93.0,3160.0,220.75,30.0,8.0,0.086,1472.0,2024-11-14,Hyderabad,desktop,data analitics online,5.668176670441676,27.59375
1321,A2321,Data Analytics Course,138.0,4699.0,202.54,26.0,9.0,0.065,1133.0,2024-11-25,Hyderabad,tablet,online data analytic,4.593956749284092,22.504444444444445
1322,A2322,Data Analytics Course,96.0,3730.0,217.61,16.0,4.0,0.042,1283.0,2024-11-07,Hyderabad,desktop,analytics for data,4.895868756031431,54.4025
1323,A2323,Data Analytics Course,127.0,5221.0,226.67,17.0,3.0,0.04897922998986829,1384.0,2024-11-03,Hyderabad,tablet,data anaytics training,5.1057925618740905,75.55666666666666
1324,A2324,Data Analytics Course,92.0,3299.0,188.58,11.0,9.0,0.098,1678.0,2024-11-27,Hyderabad,desktop,data analitics online,7.89808039028529,20.953333333333333
1325,A2325,Data Analytics Course,156.0,5634.0,247.45,16.0,5.0,0.032,1925.0,2024-11-14,Hyderabad,tablet,data analytics course,6.779349363507779,49.489999999999995
1326,A2326,Data Analytics Course,113.0,5991.0,211.28,16.0,3.0,0.027,1499.0,2024-11-14,Hyderabad,tablet,learn data analytics,6.094850435441121,70.42666666666666
1327,A2327,Data Analytics Course,84.0,3917.0,233.19,13.0,10.0,0.049,1505.0,2024-11-14,Hyderabad,desktop,data analytics course,5.453964578240919,23.319
1328,A2328,Data Analytics Course,189.0,5335.0,181.46,27.0,9.0,0.048,1734.0,2024-11-14,Hyderabad,mobile,online data analytic,8.555824975201146,20.162222222222223
1329,A2329,Data Analytics Course,149.0,4550.0,219.44,11.0,9.0,0.06,1659.0,2024-11-14,Hyderabad,tablet,online data analytic,6.560153117025155,24.38222222222222
1330,A2330,Data Analytics Course,100.0,5805.0,181.27,15.0,4.0,0.04,1195.0,2024-11-14,Hyderabad,desktop,learn data analytics,5.592376013681249,45.3175
1331,A2331,Data Analytics Course,105.0,5156.0,201.01,25.0,10.0,0.04897922998986829,1472.0,2024-11-11,Hyderabad,desktop,analytics for data,6.323018755285807,20.101
1332,A2332,Data Analytics Course,86.0,5060.0,249.4,15.0,4.0,0.047,1761.0,2024-11-14,Hyderabad,tablet,data analitics online,6.060946271050521,62.35
1333,A2333,Data Analytics Course,93.0,5178.0,245.13,14.0,5.0,0.054,1080.0,2024-11-14,Hyderabad,mobile,data analitics online,3.4058254803573615,49.025999999999996
1334,A2334,Data Analytics Course,180.0,3076.0,227.91,12.0,10.0,0.056,1505.0,2024-11-14,Hyderabad,desktop,online data analytic,5.603483831336931,22.791
1335,A2335,Data Analytics Course,156.0,3218.0,235.69,28.0,6.0,0.038,1289.0,2024-11-16,Hyderabad,tablet,data analitics online,4.469048326191183,39.281666666666666
1336,A2336,Data Analytics Course,124.0,4682.0,207.53,20.0,3.0,0.033,1550.0,2024-11-14,Hyderabad,tablet,online data analytic,6.468799691610852,69.17666666666666
1337,A2337,Data Analytics Course,177.0,3592.0,205.25,29.0,9.0,0.051,1271.0,2024-11-15,Hyderabad,desktop,data anaytics training,5.192448233861145,22.805555555555557
1338,A2338,Data Analytics Course,156.0,3506.0,242.9,13.0,6.519002375296912,0.04897922998986829,1208.0,2024-11-14,Hyderabad,desktop,analytics for data,3.973240016467682,37.26030242302787
1339,A2339,Data Analytics Course,132.0,3562.0,238.34,23.0,4.0,0.03,1033.0,2024-11-14,Hyderabad,tablet,data analytics course,3.3341444994545606,59.585
1340,A2340,Data Analytics Course,178.0,4523.280832678712,203.6,12.0,3.0,0.017,1155.0,2024-11-02,Hyderabad,tablet,analytics for data,4.672888015717092,67.86666666666666
1341,A2341,Data Analytics Course,153.0,3953.0,237.56,20.0,6.0,0.053,1388.0,2024-11-14,Hyderabad,tablet,learn data analytics,4.842734467082001,39.593333333333334
1342,A2342,Data Analytics Course,187.0,4891.0,223.99,14.0,8.0,0.043,1014.0,2024-11-14,Hyderabad,mobile,online data analytic,3.5269878119558906,27.99875
1343,A2343,Data Analytics Course,155.0,4976.0,183.21,10.0,5.0,0.053,1554.0,2024-11-14,Hyderabad,tablet,online data analytic,7.482069756017684,36.642
1344,A2344,Data Analytics Course,90.0,5781.0,200.71,28.0,5.0,0.046,1505.0,2024-11-14,Hyderabad,mobile,data analitics online,6.49838074834338,40.142
1345,A2345,Data Analytics Course,172.0,3001.0,210.62,14.0,4.0,0.023,1192.0,2024-11-14,Hyderabad,tablet,data analitics online,4.65948153071883,52.655
1346,A2346,Data Analytics Course,92.0,5728.0,224.5,14.0,9.0,0.098,1876.0,2024-11-14,Hyderabad,tablet,online data analytic,7.356347438752784,24.944444444444443
1347,A2347,Data Analytics Course,162.0,5103.0,188.15,13.0,9.0,0.056,1264.0,2024-11-28,Hyderabad,mobile,analytics for data,5.718044113739038,20.905555555555555
1348,A2348,Data Analytics Course,193.0,3131.0,198.1,22.0,5.0,0.035,1870.0,2024-11-14,Hyderabad,tablet,data analytics course,8.439676930843008,39.62
1349,A2349,Data Analytics Course,138.95699356913184,3547.0,238.34,13.0,5.0,0.04897922998986829,1130.0,2024-11-14,Hyderabad,desktop,data analitics online,3.7411261223462278,47.668
1350,A2350,Data Analytics Course,185.0,4070.0,200.95,21.0,5.0,0.027,1503.0,2024-11-07,Hyderabad,mobile,online data analytic,6.479472505598408,40.19
1351,A2351,Data Analytics Course,117.0,3350.0,243.68,23.0,5.0,0.056,1204.0,2024-11-14,Hyderabad,desktop,analytics for data,3.9409061063690083,48.736000000000004
1352,A2352,Data Analytics Course,123.0,4976.0,244.49,14.0,4.0,0.033,1579.0,2024-11-14,Hyderabad,desktop,analytics for data,5.458341854472575,61.1225
1353,A2353,Data Analytics Course,181.0,5612.0,203.66,17.0,3.0,0.017,1505.0,2024-11-14,Hyderabad,tablet,data anaytics training,6.389767259157419,67.88666666666667
1354,A2354,Data Analytics Course,118.0,4390.0,214.04,24.0,8.0,0.068,1071.0,2024-11-14,Hyderabad,tablet,analytics for data,4.0037376191366105,26.755
1355,A2355,Data Analytics Course,82.0,3698.0,229.12,30.0,9.0,0.11,1246.0,2024-11-14,Hyderabad,mobile,learn data analytics,4.438198324022347,25.45777777777778
1356,A2356,Data Analytics Course,175.0,4295.0,195.17,18.0,6.0,0.04897922998986829,1939.0,2024-11-14,Hyderabad,tablet,data analitics online,8.934928523851001,32.52833333333333
1357,A2357,Data Analytics Course,130.0,3332.0,202.06,14.0,5.0,0.038,1184.0,2024-11-14,Hyderabad,desktop,online data analytic,4.859645649806988,40.412
1358,A2358,Data Analytics Course,92.0,4082.0,186.29,25.0,5.0,0.054,1046.0,2024-11-24,Hyderabad,tablet,online data analytic,4.614901497664931,37.257999999999996
1359,A2359,Data Analytics Course,159.0,4464.0,204.86,27.0,3.0,0.04897922998986829,1963.0,2024-11-14,Hyderabad,tablet,analytics for data,8.582153665918186,68.28666666666668
1360,A2360,Data Analytics Course,193.0,5263.0,240.5,18.0,6.0,0.054,1670.0,2024-11-21,Hyderabad,tablet,online data analytic,5.943866943866944,40.083333333333336
1361,A2361,Data Analytics Course,98.0,4371.0,246.23,25.0,7.0,0.071,1114.0,2024-11-14,Hyderabad,tablet,analytics for data,3.524225317792308,35.175714285714285
1362,A2362,Data Analytics Course,176.0,3657.0,209.44,19.0,3.0,0.017,1171.0,2024-11-14,Hyderabad,desktop,online data analytic,4.591100076394194,69.81333333333333
1363,A2363,Data Analytics Course,182.0,5833.0,243.72,20.0,5.0,0.027,1206.0,2024-11-14,Hyderabad,desktop,data analytics course,3.9483013293943867,48.744
1364,A2364,Data Analytics Course,85.0,3077.0,200.16,11.0,10.0,0.118,1876.0,2024-11-23,Hyderabad,mobile,analytics for data,8.372501998401278,20.016
1365,A2365,Data Analytics Course,98.0,3646.0,239.05,14.0,6.0,0.034,1586.0,2024-11-14,Hyderabad,desktop,data analytics course,5.6345952729554485,39.84166666666667
1366,A2366,Data Analytics Course,160.0,3139.0,230.55,28.0,5.0,0.031,1449.0,2024-11-14,Hyderabad,desktop,analytics for data,5.284970722186077,46.11
1367,A2367,Data Analytics Course,179.0,4005.0,232.47,16.0,10.0,0.056,1553.0,2024-11-14,Hyderabad,desktop,analytics for data,5.680431883683916,23.247
1368,A2368,Data Analytics Course,138.95699356913184,4315.0,196.3,24.0,5.0,0.04897922998986829,1364.0,2024-11-26,Hyderabad,mobile,data analytics course,5.948548140601121,39.260000000000005
1369,A2369,Data Analytics Course,195.0,3876.0,187.59,28.0,3.0,0.04897922998986829,1828.0,2024-11-14,Hyderabad,mobile,data analytics course,8.744655898502053,62.53
1370,A2370,Data Analytics Course,197.0,3174.0,215.57,22.0,7.0,0.036,1527.0,2024-11-14,Hyderabad,tablet,data analitics online,6.083545947951942,30.795714285714286
1371,A2371,Data Analytics Course,92.0,5550.0,226.38,28.0,8.0,0.087,1322.0,2024-11-14,Hyderabad,tablet,learn data analytics,4.839738492799717,28.2975
1372,A2372,Data Analytics Course,90.0,3526.0,211.39,10.0,3.0,0.037,1395.0,2024-11-20,Hyderabad,desktop,online data analytic,5.599176876862672,70.46333333333332
1373,A2373,Data Analytics Course,149.0,3192.0,215.57,20.003918495297807,4.0,0.038,1708.0,2024-11-14,Hyderabad,tablet,online data analytic,6.923180405436749,53.8925
1374,A2374,Data Analytics Course,82.0,4132.0,247.13,11.0,6.0,0.073,1091.0,2024-11-14,Hyderabad,tablet,data anaytics training,3.4146805325132523,41.18833333333333
1375,A2375,Data Analytics Course,151.0,5826.0,226.53,16.0,8.0,0.053,1511.0,2024-11-14,Hyderabad,desktop,learn data analytics,5.670198207742904,28.31625
1376,A2376,Data Analytics Course,162.0,5997.0,240.29,20.0,5.0,0.035,1144.0,2024-11-14,Hyderabad,mobile,data analitics online,3.7609138957093515,48.058
1377,A2377,Data Analytics Course,197.0,4541.0,243.81,19.0,9.0,0.057,1701.0,2024-11-14,Hyderabad,desktop,data anaytics training,5.976744186046512,27.09
1378,A2378,Data Analytics Course,133.0,4642.0,184.52,22.0,4.0,0.032,1074.0,2024-11-14,Hyderabad,desktop,online data analytic,4.82050726208541,46.13
1379,A2379,Data Analytics Course,194.0,5509.0,235.45,18.0,5.0,0.04897922998986829,1025.0,2024-11-12,Hyderabad,tablet,online data analytic,3.3533658950945,47.089999999999996
1380,A2380,Data Analytics Course,169.0,3647.0,194.12,12.0,6.0,0.036,1697.0,2024-11-14,Hyderabad,desktop,learn data analytics,7.742015248300021,32.35333333333333
1381,A2381,Data Analytics Course,149.0,5209.0,183.91,18.0,10.0,0.04897922998986829,1799.0,2024-11-14,Hyderabad,desktop,learn data analytics,8.781958566690228,18.391
1382,A2382,Data Analytics Course,124.0,5980.0,200.65,25.0,4.0,0.032,1768.0,2024-11-14,Hyderabad,desktop,learn data analytics,7.811363070022426,50.1625
1383,A2383,Data Analytics Course,170.0,5443.0,235.99,23.0,5.0,0.04897922998986829,1314.0,2024-11-14,Hyderabad,mobile,analytics for data,4.568032543751854,47.198
1384,A2384,Data Analytics Course,127.0,5326.0,226.11,18.0,10.0,0.04,1040.0,2024-11-14,Hyderabad,mobile,online data analytic,3.599531201627526,22.611
1385,A2385,Data Analytics Course,114.0,5565.0,210.04,16.0,4.0,0.035,1800.0,2024-11-14,Hyderabad,desktop,data anaytics training,7.5697962292896595,52.51
1386,A2386,Data Analytics Course,154.0,3312.0,203.23,16.0,5.0,0.042,1977.0,2024-11-04,Hyderabad,desktop,data anaytics training,8.727894503764208,40.646
1387,A2387,Data Analytics Course,138.95699356913184,4369.0,225.53,28.0,4.0,0.04897922998986829,1241.0,2024-11-14,Hyderabad,tablet,data analitics online,4.502593889948122,56.3825
1388,A2388,Data Analytics Course,126.0,3570.0,214.78,28.0,9.0,0.071,1078.0,2024-11-14,Hyderabad,tablet,data anaytics training,4.019089300679766,23.864444444444445
1389,A2389,Data Analytics Course,138.95699356913184,3883.0,225.89,23.0,5.0,0.04897922998986829,1183.0,2024-11-14,Hyderabad,mobile,online data analytic,4.237062286953828,45.178
1390,A2390,Data Analytics Course,125.0,5736.0,197.28,30.0,5.0,0.04,1265.0,2024-11-14,Hyderabad,mobile,analytics for data,5.41220600162206,39.456
1391,A2391,Data Analytics Course,197.0,5921.0,214.97,18.0,6.0,0.03,1975.0,2024-11-14,Hyderabad,desktop,learn data analytics,8.187328464436899,35.82833333333333
1392,A2392,Data Analytics Course,98.0,3687.0,206.7,12.0,10.0,0.04897922998986829,1640.0,2024-11-14,Hyderabad,mobile,online data analytic,6.934204160619255,20.669999999999998
1393,A2393,Data Analytics Course,164.0,5334.0,203.91,18.0,6.0,0.057,1128.0,2024-11-14,Hyderabad,desktop,data analytics course,4.531852287774019,33.985
1394,A2394,Data Analytics Course,111.0,4647.0,247.0,15.0,4.0,0.04897922998986829,1601.0,2024-11-29,Hyderabad,desktop,learn data analytics,5.481781376518219,61.75
